aalost alost
flagpol flagstaff
flagrant egregi
flagroot calamu
flail thresh
flaki freaki
flamboy unrestrain
flameflow tritoma
flammabl burnabl
flannel washcloth
flapcak griddlecak
flapjack griddlecak
flashbulb flash
flashgun flash
flashili meretrici
flashlight torch
flatb flat
flatcar flat
flatfoot splayfoot
flatli categor
flatter blandish
flattop carrier
flatu wind
flaunt flash
flavorless vapid
flavorsom savori
flavourless vapid
flavoursom flavor
flavoutsom savori
flawlessli cleanli
flaxedil gallamin
flaxen sandi
fleawort psyllium
flecainid tambocor
fleck spot
fledgeless unfledg
fledgl unfledg
fleeceabl gullibl
fleeci brush
fleetli swiftli
flesh pulp
fleshli sensual
flex bend
flexeril cyclobenzaprin
flexur fold
flighti scatterbrain
flimflam hustl
flinch winc
flindosa flindosi
flipper fin
flirtat flirt
flitter flicker
floati buoyant
floccul wooli
floodgat penstock
floodlit floodlight
floorshow cabaret
floorwalk shopwalk
floozi streetwalk
floral flower
florenc firenz
floresc flower
florilegium garland
flossi downi
flotsam jetsam
flounc furbelow
flouter jeerer
flowag flood
floweri ornat
flowerpot pot
flu influenza
flub mishandl
fluenci eloqu
fluent liquid
fluff teas
fluffi featheri
flugelhorn fluegelhorn
fluiditi fluid
fluke trematod
fluki flukei
flummeri mummeri
flummox amaz
flunitrazepan rohypnol
flunk bomb
fluor fluorit
fluoridis fluorid
fluorspar fluorit
flurazepam dalman
flurri hustl
flutist flautist
fluxion flux
flypast flyover
flyspeck lilliputian
flyswat flyswatt
fob fox
foeman opposit
foetid smelli
foetometri fetometri
foetu fetu
fogei dodo
fogi dodo
fogsign foghorn
fohn foehn
foibl idiosyncrasi
folat folacin
foldabl fold
foldawai fold
folder brochur
folderol tripe
foli disturb
folio page
folios foliac
folli unwis
followup reexamin
fomor fomorian
fondl stroke
fondler petter
font fount
foodi epicurean
foodstuff groceri
fooleri indulg
foolhardi rash
footbridg overcross
footfal step
footl petti
footmark footprint
footpath pathwai
footrest ottoman
footslog trudg
footslogg marcher
footstal plinth
footstep stride
footstool ottoman
footsur surefoot
footwear footgear
foppish dandifi
foraminif foram
forbidd prohibit
forbidden prohibit
forceless unforc
forcemeat farc
forebod prognost
forebrain prosencephalon
foreclos forbid
fored predat
forefath father
foregath assembl
forego predat
foregon bypast
foreground highlight
foreign strang
foreknow forese
foreknowledg precognit
foreladi forewoman
foreland headland
foreman honcho
foreordain preordain
foreordin preordin
forepart front
foreseen foretold
foreshadow predict
foreshorten cut
foresighted foresight
forestag apron
forestal obviat
foreswear renounc
foretoken sign
foretop forelock
forev everlastingli
forevermor evermor
forfic prongi
forgath assembl
forger counterfeit
formalin formol
formalwear eveningwear
formid tough
formless shapeless
formularis formular
fornicatress adulteress
forrard forrad
forsak abandon
fortaz ceftazidim
forth onward
forthcom upcom
forthcoming immin
forthrightli squar
forthwith directli
fortif munit
fortissimo fort
fortress fort
forward onward
fosamax alendron
foss moat
fossa pit
fossilolog palaeontolog
foulli insultingli
foumart foulmart
foundri metalwork
foursom quartett
fourthli fourth
foxi tricki
foxili slyli
foyer anteroom
fraca alterc
fraction divid
fractiou refractori
frailti vice
frambesia framboesia
francium fr
frangipani frangipanni
frank postmark
frankfurt frankfort
frankincens olibanum
frankli honestli
frantic frenet
frat fratern
fraud shammer
fraught pregnant
freakish freaki
freakishli caprici
freebe freebi
freeboot despoil
freed emancip
freedwoman freedman
freestand separ
freethink ration
freewai motorwai
freewoman freeman
frei freyr
freight freightag
freighter merchantman
fremontia fremontodendron
frenchman frenchwoman
frenzi manic
freshli recent
freshman fresher
fress glutton
fretsaw jigsaw
fretwork latticework
freyja freya
friabil crumbli
friabl light
friar mendic
fric spirant
fridai fri
friendless outcast
frigg frigga
frighteningli scarili
frightfulli aw
frigidli frostili
frijolillo frijolito
frill gimcrackeri
fringi margin
fripperi frivol
friski sportiv
frisson shiver
fritter shoot
friuli friulian
frizz frizzl
frizzi frizzli
frogman diver
frolicki rollick
frolicsom sportiv
frontag frontal
frontiersman backwoodsman
frontlet frontal
frontmost foremost
frontstal chamfron
frontward forrad
frostbit cryopathi
frostwort frostwe
froward headstrong
frowsi slovenli
frowsti musti
frowzi slovenli
fructifi set
fructos levulos
fruitcak nutcas
fruiti cracker
fruition realis
fruitless futil
fruitlessli unprofit
frump dog
frumpish frumpi
frumpishli frumpili
frunz biskek
frustr frustrat
fruticulos fruticos
fryer frier
frypan skillet
fuchsia magenta
fuck hump
fuckhead muttonhead
fuckup botch
fudg sidestep
fugac fugaci
fuji fujinoyama
fujiyama fujinoyama
fukien hokkianes
fukkianes hokkianes
fula fulani
fulah fulani
fulb fulani
fulgent glari
fulgid aglitt
fulli full
fulsom smarmili
fulvicin griseofulvin
fumbl muff
fumbler blunder
fumig fume
fumitori fumeroot
function work
functionari offici
funer sepulchr
fungicid antifung
fungoid funguslik
fungou fungal
funicl funiculu
funka hosta
funkacea hostacea
funki smelli
funnili queerli
furan furfuran
furbish flush
furfuraldehyd furfur
furiou savag
furious vehem
furl roll
furosemid lasix
furrier cloakmak
furthermost utmost
furtiv sneaki
furuncl boil
furz whin
fuscou taup
fussi particular
fusspot worrier
fusti standpat
fustian claptrap
futurolog futurist
gab gabfest
gabbi talk
gaberdin smock
gabun gabon
gaddafi qaddafi
gadget gismo
gaea ge
gaelic goidel
gaffer honcho
gaga dotti
gage stake
gagster gagman
gagwrit gagman
gaia ge
gainsai challeng
gaiser genser
gaiu caligula
gala jambore
galact astronom
galago bushbabi
galax coltsfoot
galaxi coltsfoot
galilaean galilean
galingal galang
gallantli chivalr
gallberri inkberri
gallei cookhous
gallic french
galliv gad
gallon gal
gallop extend
gallou gallow
gallston bileston
galosh golosh
gambog maiz
gambol frolic
game stake
gamei raci
gammon ham
gamp brolli
ganapati ganesa
gand gent
ganesh ganesa
ganesha ganesa
gang mob
gangboard gangwai
gangl lanki
gangland gangdom
gangplank gangwai
gangster mobster
ganja marijuana
ganof ganef
gaol remand
gaolbird jailbird
gaolbreak break
gaoler jailor
garamycin gentamicin
garb dress
garbag scrap
garbl warp
garboil uproar
gardant guardant
garfish gar
gargantuan giant
garget scoke
gargoyl lipochondrodystrophi
gari mandioca
garish tawdri
garishli tawdrili
garlic ail
garment cloth
garmentless raimentless
garnish garnishe
garott garrot
garpik gar
garret attic
garrott garrot
garter support
gasconad vaunt
gasconi gascogn
gasifi vapor
gasolen gasolin
gasp pursi
gaspar caspar
gasteromycet gastromycet
gastric stomach
gastrointestin gi
gastropoda gasteropoda
gatecrash crasher
gatefold foldout
gauch graceless
gaud trinket
gaudili tawdrili
gauntri gantri
gaussmet magnetomet
gautama siddhartha
gauz veil
gauzi gossam
gawk lout
gawp goggl
gay homoerotic
gayli mirthfulli
gaze stare
gazebo summerhous
gazump surcharg
gb uk
gd soman
gdansk danzig
gean mazzard
gearshift gearstick
geartrain gear
geek flake
geezer bloke
geezerhood eld
gegenschein counterglow
gelatinlik gelatin
gelid polar
gelli gelignit
gelt lucr
gemsbuck gemsbok
gemston stone
gen name
gender sexual
gene cistron
genesi gener
genev geneva
genf geneva
geni jinne
genit vener
genova genoa
genoves genoes
gentleman man
gentlemanlik gentlemanli
gentlewoman ladi
gentri aristocraci
genuflect kowtow
geodes geodet
geographi geograph
geometrician geomet
geomorpholog structur
geophagia geophagi
germ seed
germani frg
gerontolog geriatr
gerontologist geriatrician
gerridida gerrida
gestat matern
gesticul motion
gewgaw trinket
ghanaian ghanes
ghanian ghanes
ghastli grisli
ghent gent
ghettois ghettoiz
ghostfish wrymouth
ghostli phantasm
ghostlik phantasm
ghz gc
giantism gigant
gibber prate
gibbou gibbos
gibbous promin
gibe talli
gibelik mock
gibingli jeeringli
gibraltar calp
gig spear
gigacycl gc
gigahertz gc
giggler titter
gilli ghilli
gilt gild
gimcrack tawdri
gimlet wimbl
gimp claudic
gimpi claudic
gin snare
ginep genip
gingeri spici
gingerroot ginger
gingersnap snap
gingiva gum
gingko ginkgo
ginkgophyta ginkgophytina
ginkgopsida ginkgophytina
ginmil taproom
gipsi romani
giraff camelopard
girandol girandola
gird girt
girgenti agrigento
girlhood maidenhood
girth girt
git rotter
gittern cittern
gizmo gismo
glace crystalis
glacial polar
glade clear
gladiat prizefight
gladiola gladiolu
gladli lief
gladsom glad
glamouris romantic
gland secretor
glare limelight
glareol pratincol
glassi vitrifi
glassless unglaz
glasswar glasswork
glasswort samphir
glazer glasswork
glazier glasswork
glean reap
gleeful glee
gleefulli joyfulli
glia neuroglia
glibli slickli
glimmeri glimmer
glioblastoma spongioblastoma
glipzid glucotrol
glisten glossi
glister glitter
glitteri aglitt
glitz flashi
gloam dusk
glob ball
global world
globe world
globin haematohiston
globos spheric
glochid glochidium
glom snitch
glorif idealis
glorifi spiritu
glossa lingua
glossalgia glossodynia
glossina tsets
glucophag metformin
glue past
gluei viscou
gluiness gluey
glumli sullenli
glut stuff
gluteu glute
glutin viscou
glutinos gelatin
gluttoni over
gluttonis glutton
glycerid acylglycerol
glycerit glycerol
glycerogel glycerogelatin
glycerolis glycerol
gnaw erod
gnawer rodent
gnetophyta gnetophytina
gnetopsida gnetophytina
gnu wildebeest
goal end
goali goaltend
goalkeep goaltend
goalless scoreless
goatfish surmullet
gob maw
gobbler tom
gobi gudgeon
goblet chalic
goblin hobgoblin
god idol
godhead creator
godless ungodli
godli rever
godsend gravi
goeteborg gothenburg
goethian goethean
goi gentil
goiter struma
goitr struma
goldcup kingcup
goldeney whistler
goldfinch yellowbird
goldsmith goldwork
golem automaton
goliath monster
golliwogg golliwog
gomel homel
gomorrha gomorrah
gonadotroph gonadotrop
gonadotropin gonadotrophin
gondola car
gondolier gondoli
goner toast
gonif ganef
goniff ganef
gonorrhea clap
gonorrhoea clap
goober peanut
goodbi bye
goodby bye
goodi treat
goodish goodli
goodwil grace
gooei icki
goof bozo
goofbal bozo
goofi unreason
goofproof foolproof
googli bosi
gook goo
goon lout
goonei gooni
goop soap
goos bozo
goosefish anglerfish
goosei anserin
gooselik anserin
goosi anserin
gopher spermophil
gore goer
gorg stuff
gorgoniacea gorgonacea
gorkii gorki
gormand stuff
gormandis stuff
gormless gaumless
gors whin
gossipi newsi
goteborg gothenburg
goth boor
gothit goethit
gouger grifter
goujon mudcat
gourd calabash
gourmand trencherman
gourmet epicurean
gout urarthr
grabbi greedi
gracefulli gracious
gracelessli ungracefulli
gracil willowi
gracilariida gracillariida
grad grade
graecophil philhellenist
graffito graffiti
graini gritti
grama gramma
graminacea graminea
grammarian syntactician
grammatolatri verbolatri
gramp granddaddi
grampu orca
gran granni
granari garner
grandad granddaddi
granddad granddaddi
grandfath granddaddi
grandma granni
grandmoth granni
grandpa granddaddi
granger sodbust
granulos gritti
grapei grapi
grapevin pipelin
graph chart
graphem charact
graspabl intellig
grass skunk
grasshopp hopper
grati costless
gratif satisfact
gratifyingli satisfyingli
gratingli raspingli
gratuit needless
gratulatori congratulatori
gravel rasp
gravelli rasp
graven sculptur
graverobb ghoul
graveyard necropoli
gravimet hydromet
gravimetr hydrometr
gravimetri hydrometri
gravita digniti
gravur intaglio
graybeard greybeard
grayish grai
grayli greyli
greasebal wop
greaser wetback
greatcoat overcoat
greatheart magnanim
grecian greek
greec ella
greed rapac
greedili covet
greenback banknot
greenbrier bullbrier
greenhous glasshous
greenish green
greenland gronland
greenwai greenbelt
greenwe dyewe
greet salut
greeter salut
gremlin pixi
grey gray
greyish grai
greylag graylag
grid gridiron
grief sorrow
grievanc grudg
grigri greegre
grimac face
grimi grungi
grindl bowfin
gripe squawk
gripp influenza
gristl cartilag
gritrock grit
gritston grit
groat fourpenc
groggi semiconsci
grommet loop
grosbeak grossbeak
grotesqu monstrous
grotto grot
grouchili grumpili
groucho marx
groundbreak trailblaz
grounder groundbal
groundhog woodchuck
groundless unfound
groundnut peanut
groundskeep groundkeep
groundsman groundkeep
groundwork fundament
grous squawk
grove orchard
grovel wormlik
grown big
grownup big
groyn breakwat
grozni groznyi
grub chow
gruel heavi
gruell heavi
gruesom grisli
grumbler snivel
grummet loop
grumos grumou
grumpi grouchi
grundyism prudish
grung grime
grungili grubbili
grunter pig
gruntl pacifi
gryphon griffin
gu guam
guaiac guaiacum
guanabenz wytensin
guangzhou canton
guaranti guarante
guardedli conserv
guardian tutelari
guardianship keep
guarneriu guarneri
guarnieri guarneri
gubbin gismo
guck goo
guenever guinever
guerilla irregular
guesswork guess
guestim guesstim
guff rot
guggl gurgl
guib bushbuck
guidebook guid
guild order
guilder florin
guilt guilti
guiltless innoc
guinea wop
guis pretens
gula over
gulch flume
gulden florin
gulfwe sargasso
gullet esophagu
gulya goulash
gumbo okra
gummi viscou
gumption sens
gumptiou industri
gumshield mouthpiec
gumsho golosh
gumwe tarwe
guncotton nitrocellulos
gunfight shootout
gunfir gunshot
gunk goo
gunnel gunwal
gunner cannon
gunplai shootout
gunpoint point
gunpowd powder
gunsling gunman
gur voltaic
gushi effus
gusti bluster
gutless spineless
gutter trough
guttifera clusiacea
guttur croak
guzzl swill
guzzler gulper
gwynn gywn
gybe jib
gym gymnasium
gymnospermophyta gymnosperma
gynaecolog gynecolog
gynaecologist gynecologist
gyneolatri gynaeolatri
gynn gywn
gyp victim
gypsywort gipsywort
gyre coil
gyrfalcon gerfalcon
gyroscop gyro
gyrostabil gyrostabilis
gyru convolut
habakkuk habacuc
habili attir
habilit cloth
hacek wedg
hachur hatch
hack whoop
hackbut hagbut
hackelia lappula
hacknei tire
hade hel
hadith sunna
hadji haji
hadrosauru hadrosaur
haem haemitin
haemagglutin hemagglutin
haemal hemal
haemangioma hemangioma
haemat hemal
haematin hematin
haematocel haematocoel
haematocolpo hematocolpo
haematocolpometra hematocolpometra
haematogen hematogen
haematogenesi haematopoiesi
haematoidin bilirubin
haematolysi haemolysi
haematoma hematoma
haematopoiet hematogen
haematoxylon haematoxylum
haematuria hematuria
haemogenesi haematopoiesi
haemoglobin hemoglobin
haemoglobinemia hemoglobinemia
haemoglobinopathi hemoglobinopathi
haemolyt hemolyt
haemopoiesi haematopoiesi
haemopoiet hematogen
haemorrhoid hemorrhoid
haemosiderin hemosiderin
haemostasi hemostasi
haemostasia hemostasi
haemostat hemostat
hafnium hf
haft helv
haftorah haftarah
hagada haggada
hagfish hag
haggadah haggada
haggard drawn
haggl wrangl
hagiograph hagiologist
hagiographa ketubim
hagiographist hagiologist
hagridden torment
hahnium unnilquintium
haick haik
hairbal trichobezoar
haircar hairdress
hairi hirsut
hairpiec postich
hairsbreadth hair
hairsplit finespun
hairstylist stylist
hairtail cutlassfish
haiti hispaniola
haj hadj
hajj hadj
hajji haji
hakim hakeem
halaka halacha
halakah halacha
halcion triazolam
halfheart lukewarm
halibut holibut
hallah challah
halliard halyard
hallmark earmark
hallow sacr
hallowma hallowmass
halm haulm
halo gloriol
halobact halobacteria
halobacterium halobacteria
haloperidol haldol
haloragacea haloragidacea
hammerhead muttonhead
hammurabi hammurapi
hamper hinder
handbag bag
handbasin washbowl
handbasket basket
handbil broadsheet
handbuild coil
handcraft handicraft
handcuff manacl
handgrip handl
handi conveni
handicap incapacit
handili conveni
handiwork handicraft
handkerchief hanki
handless butterfing
handlock manacl
handout releas
handrail balustrad
handsbreadth handbreadth
handshak handclasp
handsom freehand
handstamp rubberstamp
handstitch handsewn
handwork handicraft
hangar airdock
hangdog shamefac
hangout haunt
hangzhou hangchow
hankei hanki
hannov hanov
hanukah hannukah
hanukkah hannukah
hanuman entellu
haphtarah haftarah
haphtorah haftarah
hapless pathet
happili mirthfulli
hapsburg habsburg
haptic tactual
har tackl
harakiri harikari
harbourag harborag
hardbound hardback
hardfist tightfist
hardhearted heartless
hardihood bold
hardship rigor
